epoch,generator_loss,discriminator_loss
62,1.1178261041641235,1.1499884128570557
63,1.1213994026184082,1.1493229866027832
64,1.0995880365371704,1.1527740955352783
65,1.1075284481048584,1.1563529968261719
66,1.1044878959655762,1.155503749847412
67,1.0786008834838867,1.1662182807922363
68,1.0928457975387573,1.1624892950057983
69,1.0789116621017456,1.1708124876022339
70,1.052551031112671,1.1765356063842773
71,1.0757406949996948,1.1718326807022095
72,1.0618059635162354,1.1754841804504395
73,1.0669153928756714,1.178731083869934
74,1.0362021923065186,1.185939073562622
75,1.0521095991134644,1.185441255569458
76,1.063275933265686,1.1785508394241333
77,1.0799574851989746,1.1705576181411743
78,1.060206413269043,1.181562066078186
79,1.0450409650802612,1.1843986511230469
80,1.0133140087127686,1.207740068435669
81,1.032932996749878,1.197634220123291
82,1.03288996219635,1.1953455209732056
83,1.0308669805526733,1.191072702407837
84,1.015336513519287,1.1993739604949951
85,1.026833415031433,1.1987096071243286
86,1.0115654468536377,1.2105451822280884
87,1.035808801651001,1.2000732421875
88,1.035766839981079,1.19573175907135
89,0.995143473148346,1.2182499170303345
90,0.9915547370910645,1.2151685953140259
91,1.0152614116668701,1.203935980796814
92,1.0190651416778564,1.209850788116455
93,1.01598060131073,1.2074438333511353
94,1.0151649713516235,1.2030643224716187
95,1.0038254261016846,1.212795615196228
96,0.97784823179245,1.2284038066864014
97,0.984890341758728,1.2286186218261719
98,0.9662768244743347,1.2335342168807983
99,0.9694598913192749,1.2328790426254272
100,0.9645203948020935,1.2280951738357544
101,0.9748769998550415,1.2302113771438599
102,0.9549486637115479,1.2353626489639282
103,0.9810519814491272,1.2281572818756104
104,0.9678107500076294,1.2321891784667969
105,0.9762535691261292,1.2247148752212524
106,0.9938091039657593,1.2207614183425903
107,0.9620182514190674,1.2318925857543945
108,0.9598730206489563,1.24124014377594
109,0.9644426703453064,1.2328859567642212
110,0.9877440333366394,1.230667233467102
111,0.9699777960777283,1.2249093055725098
112,0.9746233820915222,1.230170726776123
113,0.962039053440094,1.2349897623062134
114,0.9530497193336487,1.2421369552612305
115,0.9497599601745605,1.2438874244689941
116,0.9474061727523804,1.248584508895874
117,0.9648146629333496,1.2347395420074463
118,0.9667696952819824,1.2313848733901978
119,0.9564223289489746,1.240881085395813
120,0.9518975019454956,1.244904637336731
121,0.9389302730560303,1.251270055770874
122,0.945996880531311,1.2458032369613647
123,0.9438070058822632,1.2444602251052856
124,0.9430457949638367,1.2419875860214233
125,0.9505422115325928,1.247497320175171
126,0.9476175904273987,1.2457668781280518
127,0.9422020316123962,1.251531958580017
128,0.9282993674278259,1.2533153295516968
129,0.9328685998916626,1.2543960809707642
130,0.9337199926376343,1.2546671628952026
131,0.9379599094390869,1.2527744770050049
132,0.9375612139701843,1.2470594644546509
133,0.9278168678283691,1.2559294700622559
134,0.9335629940032959,1.2558495998382568
135,0.9505524635314941,1.248585820198059
136,0.92848140001297,1.2530388832092285
137,0.9374490976333618,1.2510919570922852
138,0.9272860288619995,1.251693606376648
139,0.9247018694877625,1.2576496601104736
140,0.932915210723877,1.2502450942993164
141,0.9358622431755066,1.2523422241210938
142,0.92213374376297,1.2591251134872437
143,0.9199181199073792,1.2626192569732666
144,0.915290117263794,1.2605301141738892
145,0.933556079864502,1.2585073709487915
146,0.9164352416992188,1.2585409879684448
147,0.9336626529693604,1.2511301040649414
148,0.9261760115623474,1.2617424726486206
149,0.9238097667694092,1.26424241065979
150,0.9024850130081177,1.2666611671447754
151,0.9152570366859436,1.2687383890151978
152,0.9333804249763489,1.2588893175125122
153,0.9333648085594177,1.2550724744796753
154,0.9220138192176819,1.2619460821151733
155,0.9285621643066406,1.2538940906524658
156,0.9178767204284668,1.2680941820144653
157,0.9145281910896301,1.261160969734192
158,0.9268320202827454,1.2601759433746338
159,0.9247209429740906,1.260750651359558
160,0.9137746691703796,1.2632603645324707
161,0.9189266562461853,1.2588075399398804
162,0.9129249453544617,1.2633967399597168
163,0.9148587584495544,1.2652995586395264
164,0.9183482527732849,1.2612303495407104
165,0.9213346242904663,1.2575461864471436
166,0.9136189222335815,1.2609604597091675
167,0.901203453540802,1.2766242027282715
168,0.912604033946991,1.2655924558639526
169,0.9199065566062927,1.2615842819213867
170,0.9165075421333313,1.26009202003479
171,0.906613290309906,1.266836404800415
172,0.9132777452468872,1.2693756818771362
173,0.9110931754112244,1.2674927711486816
174,0.9066596031188965,1.2706516981124878
175,0.9177020192146301,1.2652428150177002
176,0.8969486355781555,1.272108554840088
177,0.8997495174407959,1.2709004878997803
178,0.9039134383201599,1.2749273777008057
179,0.9206690192222595,1.264125108718872
180,0.9066824913024902,1.2671091556549072
181,0.9196889400482178,1.2618213891983032
182,0.9094647169113159,1.2697076797485352
183,0.8983367681503296,1.271285057067871
184,0.892675518989563,1.276535153388977
185,0.8988507986068726,1.2734861373901367
186,0.9029551148414612,1.277258276939392
187,0.9123813509941101,1.2662769556045532
188,0.9073910117149353,1.267431616783142
189,0.9119325876235962,1.270258903503418
190,0.9094308018684387,1.2706574201583862
191,0.9050114154815674,1.2633922100067139
192,0.8949620127677917,1.2737661600112915
193,0.8995290398597717,1.2748416662216187
194,0.9001655578613281,1.2750087976455688
195,0.9025442004203796,1.2748470306396484
196,0.9048440456390381,1.274007797241211
197,0.9133449196815491,1.2682214975357056
198,0.9018174409866333,1.2738670110702515
199,0.9029704332351685,1.2743703126907349
200,0.9143827557563782,1.2667986154556274
201,0.8982952833175659,1.270725965499878
202,0.9031975865364075,1.2719746828079224
203,0.9034613966941833,1.2742680311203003
204,0.8968508243560791,1.2739540338516235
205,0.8978590369224548,1.2724515199661255
206,0.9002054929733276,1.272424340248108
207,0.9011442065238953,1.2730962038040161
208,0.8901864886283875,1.277107834815979
209,0.8857900500297546,1.2783998250961304
210,0.8897244334220886,1.275302767753601
211,0.8904843330383301,1.2801843881607056
212,0.8851863741874695,1.2804137468338013
213,0.9124094843864441,1.2703261375427246
214,0.9125534296035767,1.270164132118225
215,0.8925305008888245,1.2780063152313232
216,0.8833420276641846,1.280489206314087
217,0.8935390710830688,1.2760839462280273
218,0.8951044082641602,1.278944730758667
219,0.8863701224327087,1.27800714969635
220,0.9014842510223389,1.2748734951019287
221,0.8948696255683899,1.272473692893982
222,0.8994424939155579,1.2753959894180298
223,0.8832129836082458,1.2777431011199951
224,0.8938552141189575,1.276709794998169
225,0.8839715719223022,1.279896855354309
226,0.8895682692527771,1.278804898262024
227,0.9018216133117676,1.2721070051193237
228,0.8896762132644653,1.2780410051345825
229,0.9025176763534546,1.2757333517074585
230,0.8800899386405945,1.2841792106628418
231,0.8885381817817688,1.281746506690979
232,0.8827847242355347,1.2806973457336426
233,0.8901510834693909,1.279281497001648
234,0.8892995119094849,1.2808618545532227
235,0.8888670206069946,1.277457356452942
236,0.891059160232544,1.2788567543029785
237,0.8919578790664673,1.2777889966964722
238,0.8867473006248474,1.2783219814300537
239,0.8932697772979736,1.278067708015442
240,0.8949690461158752,1.276968002319336
241,0.8880231380462646,1.2745578289031982
242,0.8964682221412659,1.2725446224212646
243,0.8869093656539917,1.282772183418274
244,0.8880195021629333,1.2740250825881958
245,0.8925796747207642,1.2784650325775146
246,0.8813088536262512,1.2844666242599487
247,0.8912410736083984,1.2768447399139404
248,0.8831864595413208,1.2793484926223755
249,0.8932197093963623,1.2765647172927856
250,0.8847312927246094,1.2821431159973145
251,0.8961111307144165,1.27737295627594
252,0.8973047733306885,1.2739614248275757
253,0.8816934823989868,1.2788978815078735
254,0.8939505815505981,1.2776557207107544
255,0.8843980431556702,1.2813462018966675
256,0.8719703555107117,1.2872360944747925
257,0.8756546378135681,1.2829691171646118
258,0.8848154544830322,1.2827876806259155
259,0.8798798322677612,1.2822644710540771
260,0.8906657695770264,1.2817143201828003
261,0.8843511343002319,1.282256841659546
262,0.8809775114059448,1.2828413248062134
263,0.8945037722587585,1.2783218622207642
264,0.882320761680603,1.2790513038635254
265,0.892420768737793,1.2790597677230835
266,0.8767829537391663,1.2836757898330688
267,0.8806271553039551,1.2838901281356812
268,0.8831316828727722,1.2834731340408325
269,0.8817371726036072,1.2854994535446167
270,0.8863204717636108,1.2806802988052368
271,0.8814690709114075,1.280841588973999
272,0.8899536728858948,1.2829651832580566
273,0.8758758306503296,1.2859673500061035
274,0.8707243800163269,1.287583827972412
275,0.873220682144165,1.2839670181274414
276,0.8720987439155579,1.2842906713485718
277,0.8738932609558105,1.2881289720535278
278,0.873664140701294,1.2857166528701782
279,0.8875444531440735,1.2837741374969482
280,0.8866304755210876,1.280880331993103
281,0.8812837600708008,1.2807620763778687
282,0.8833349347114563,1.2841763496398926
283,0.8865131735801697,1.2841159105300903
284,0.8759342432022095,1.2821258306503296
285,0.8797881007194519,1.284618616104126
286,0.8859219551086426,1.281076192855835
287,0.8802773356437683,1.2822006940841675
288,0.8862394094467163,1.278525948524475
289,0.8791927695274353,1.2828848361968994
290,0.8746519684791565,1.2836174964904785
291,0.8796489238739014,1.283096194267273
292,0.8784534335136414,1.2831076383590698
293,0.8823227286338806,1.2823519706726074
294,0.8904008865356445,1.2788841724395752
295,0.8833090662956238,1.2813137769699097
296,0.8824637532234192,1.2824835777282715
297,0.8801296949386597,1.281390905380249
298,0.8743610978126526,1.2872470617294312
299,0.8726173639297485,1.2864707708358765
